Sales_Key,Order_ID,Order_Line_ID,Order_Date,Year,Quarter,Month,Month_Name,Region,Country,State,City,Product,Category,Sub_Category,Unit_Cost,Unit_Price,Customer,Segment,Customer_Rating,Customer_Key,Salesperson,Salesperson_Key,Channel,Quantity,Sales_Amount,Discount_Amount,Cost_Amount,Profit_Amount,Shipping_Cost,Net_Revenue,Payment_Mode,Is_Returned
22868,ORD-2023-014577,1,2023-06-03,2023,Q2,6,June,South,India,Telangana,Hyderabad,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Tiffany Hood,Consumer,3.8,2027,,,Marketplace,1,32021.16,6236.84,26804.27,-1019.95,21.32,25784.32,Credit Card,0
22887,ORD-2024-014591,1,2024-08-09,2024,Q3,8,August,South,India,Tamil Nadu,Chennai,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Jared Madden,Consumer,3.8,6005,Dylan Baker,56.0,Distributor,1,31313.54,4215.86,26804.27,293.41,27.86,27097.68,COD,0
23238,ORD-2023-014808,1,2023-10-20,2023,Q4,10,October,West,India,Maharashtra,Mumbai,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Brandy Lopez,Consumer,3.0,7762,,,Online,2,64102.68,8753.42,53608.54,1740.72,27.23,55349.26,COD,0
23261,ORD-2022-014820,2,2022-01-24,2022,Q1,1,January,North,India,Uttar Pradesh,Lucknow,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Monica Miller,Consumer,4.1,340,Susan Melendez,39.0,Distributor,1,32130.26,2161.1,26804.27,3164.89,75.86,29969.16,UPI,0
23738,ORD-2024-015118,2,2024-01-22,2024,Q1,1,January,East,India,Odisha,Bhubaneswar,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Miranda Murray,Consumer,3.9,2339,Suzanne Lambert,61.0,Distributor,1,31524.48,1855.87,26804.27,2864.34,76.06,29668.61,UPI,0
23948,ORD-2023-015264,1,2023-12-01,2023,Q4,12,December,South,India,Tamil Nadu,Chennai,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Maria Valenzuela,SMB,3.3,3420,,,Online,1,31233.85,5652.76,26804.27,-1223.18,21.64,25581.089999999997,Net Banking,0
24304,ORD-2024-015487,1,2024-12-03,2024,Q4,12,December,South,India,Tamil Nadu,Chennai,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Taylor Tran,Corporate,4.3,5896,,,Online,1,31786.92,3399.91,26804.27,1582.74,19.67,28387.01,UPI,0
24736,ORD-2023-015778,1,2023-12-31,2023,Q4,12,December,West,India,Maharashtra,Mumbai,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Jason Herrera,Corporate,3.3,770,Tammy Nguyen,2.0,Retail Store,1,31648.02,2417.97,26804.27,2425.78,22.16,29230.05,UPI,0
24994,ORD-2022-015937,1,2022-10-05,2022,Q4,10,October,Central,India,Uttarakhand,Dehradun,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Joshua Leonard,Consumer,4.5,3852,,,Online,2,63465.47,8854.87,53608.54,1002.06,78.75,54610.6,Net Banking,0
24997,ORD-2024-015940,1,2024-09-24,2024,Q3,9,September,South,India,Telangana,Hyderabad,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Felicia Wright,Consumer,4.4,2254,,,Marketplace,6,188517.56,32512.59,160825.62,-4820.65,21.81,156004.97,Net Banking,0
25679,ORD-2025-016369,1,2025-09-06,2025,Q3,9,September,South,India,Karnataka,Bengaluru,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Melissa Foster,Consumer,4.0,2067,Nicole Baker,6.0,Retail Store,1,31829.6,1231.92,26804.27,3793.41,17.34,30597.68,Wire Transfer,0
26252,ORD-2025-016739,1,2025-09-04,2025,Q3,9,September,East,India,West Bengal,Kolkata,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Lauren Cunningham,Consumer,3.9,1817,,,Online,4,125702.74,11272.43,107217.08,7213.23,21.39,114430.31,UPI,0
27594,ORD-2022-017560,1,2022-10-02,2022,Q4,10,October,West,India,Maharashtra,Mumbai,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Douglas Watkins,Consumer,4.9,3039,,,Online,1,31911.09,2988.35,26804.27,2118.47,23.22,28922.74,Wire Transfer,0
27651,ORD-2022-017596,1,2022-05-22,2022,Q2,5,May,West,India,Maharashtra,Mumbai,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Michael Snyder,Consumer,4.1,6306,,,Online,2,62225.44,7370.27,53608.54,1246.63,21.88,54855.17,Net Banking,0
27655,ORD-2023-017599,2,2023-10-30,2023,Q4,10,October,South,India,Telangana,Hyderabad,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Jason Alvarez,Consumer,3.5,2851,Michelle Hall,30.0,Marketplace,4,125970.21,19830.17,107217.08,-1077.04,21.26,106140.04000000001,UPI,0
27906,ORD-2025-017753,1,2025-09-05,2025,Q3,9,September,South,India,Andhra Pradesh,Visakhapatnam,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Meagan Patterson,Consumer,4.3,5785,Jeremy Turner,9.0,Distributor,2,63171.57,8494.88,53608.54,1068.15,83.21,54676.69,Credit Card,1
28329,ORD-2025-018038,1,2025-02-23,2025,Q1,2,February,West,India,Gujarat,Ahmedabad,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Aaron Shepard,Consumer,4.4,7636,,,Online,4,124423.17,23262.75,107217.08,-6056.66,75.65,101160.42,Credit Card,1
28338,ORD-2025-018044,1,2025-08-18,2025,Q3,8,August,South,India,Karnataka,Bengaluru,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Gina Spencer,Consumer,2.9,2295,Nicole Baker,6.0,Retail Store,1,31747.9,2569.83,26804.27,2373.8,22.43,29178.07,UPI,0
29122,ORD-2023-018560,1,2023-01-02,2023,Q1,1,January,South,India,Tamil Nadu,Chennai,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Vanessa Coleman,Corporate,4.2,2250,Jesse Yang,89.0,Retail Store,2,63378.76,1837.29,53608.54,7932.93,24.84,61541.47,Wire Transfer,0
29134,ORD-2022-018567,2,2022-12-29,2022,Q4,12,December,South,India,Telangana,Hyderabad,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Cynthia Tucker,Consumer,4.5,6099,Michelle Hall,30.0,Distributor,3,96291.61,7945.98,80412.81,7932.82,20.49,88345.63,Credit Card,0
29140,ORD-2023-018569,2,2023-11-13,2023,Q4,11,November,East,India,West Bengal,Kolkata,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,April Wiley,Consumer,4.7,5957,Diane Smith,92.0,Marketplace,1,31558.22,4080.75,26804.27,673.2,25.34,27477.47,UPI,0
29447,ORD-2023-018764,1,2023-02-15,2023,Q1,2,February,East,India,Assam,Guwahati,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Katelyn Yang,Corporate,3.4,7121,Megan Hernandez,31.0,Retail Store,3,93879.34,4123.5,80412.81,9343.03,55.71,89755.84,Credit Card,0
29560,ORD-2025-018833,1,2025-12-30,2025,Q4,12,December,South,India,Karnataka,Bengaluru,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Debbie Allen,Consumer,4.2,4114,,,Online,6,189823.17,18860.07,160825.62,10137.48,25.35,170963.1,UPI,0
30037,ORD-2023-019142,1,2023-08-16,2023,Q3,8,August,East,India,Assam,Guwahati,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Glenn Chen,SMB,4.0,4179,,,Online,2,63919.5,5942.86,53608.54,4368.1,61.99,57976.64,Credit Card,0
30326,ORD-2023-019316,1,2023-02-27,2023,Q1,2,February,South,India,Karnataka,Bengaluru,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Laura Singleton,Consumer,3.4,6068,Nicole Baker,6.0,Retail Store,6,187025.53,12052.82,160825.62,14147.09,19.46,174972.71,Credit Card,0
30451,ORD-2025-019406,1,2025-03-05,2025,Q1,3,March,East,India,Assam,Guwahati,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Robert Cooper,Consumer,4.7,3804,,,Online,1,30963.27,3151.76,26804.27,1007.24,55.8,27811.510000000002,UPI,0
31251,ORD-2025-019899,1,2025-07-02,2025,Q3,7,July,West,India,Gujarat,Ahmedabad,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Sarah Duncan,Consumer,3.4,1514,,,Marketplace,1,32086.47,4501.78,26804.27,780.42,78.01,27584.690000000002,Net Banking,0
31384,ORD-2023-019979,1,2023-10-22,2023,Q4,10,October,South,India,Kerala,Kochi,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Luke Freeman,Corporate,4.1,2637,Steven Cannon,114.0,Distributor,1,31208.11,2150.69,26804.27,2253.15,63.05,29057.420000000002,UPI,0
31469,ORD-2024-020038,1,2024-01-07,2024,Q1,1,January,West,India,Maharashtra,Pune,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Jennifer Smith,Corporate,3.1,4056,Lisa Henderson,84.0,Retail Store,3,95420.1,8466.49,80412.81,6540.8,23.09,86953.61,UPI,0
31701,ORD-2025-020193,1,2025-08-29,2025,Q3,8,August,South,India,Kerala,Kochi,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Richard Wood,SMB,4.0,7228,Amy Chapman,52.0,Marketplace,2,62476.82,20675.65,53608.54,-11807.37,62.75,41801.17,Wire Transfer,0
31780,ORD-2022-020242,2,2022-02-24,2022,Q1,2,February,East,India,Jharkhand,Ranchi,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Reginald Copeland,Consumer,4.1,6993,,,Online,2,63177.73,10752.33,53608.54,-1183.14,63.33,52425.4,Net Banking,0
32928,ORD-2023-020984,2,2023-04-30,2023,Q2,4,April,East,India,West Bengal,Kolkata,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Jason Douglas,Consumer,3.2,5764,Eric Parker,87.0,Distributor,3,94278.58,25471.62,80412.81,-11605.85,23.53,68806.96,Credit Card,0
34464,ORD-2022-021988,2,2022-10-20,2022,Q4,10,October,Central,India,Himachal Pradesh,Shimla,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Kenneth Williams,Consumer,3.0,4421,Rachel Soto,14.0,Retail Store,2,62642.71,4557.36,53608.54,4476.81,77.84,58085.35,UPI,0
35515,ORD-2024-022647,1,2024-10-23,2024,Q4,10,October,Central,India,Uttarakhand,Dehradun,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Francisco Fernandez,Consumer,3.4,7,,,Online,3,96406.57,7325.77,80412.81,8667.99,79.16,89080.8,UPI,0
35753,ORD-2025-022797,1,2025-02-15,2025,Q1,2,February,West,India,Maharashtra,Mumbai,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Lisa Campbell,Consumer,3.6,6572,April White,81.0,Retail Store,1,32010.48,584.71,26804.27,4621.5,25.03,31425.77,Wire Transfer,0
36047,ORD-2022-022990,3,2022-03-05,2022,Q1,3,March,South,India,Kerala,Kochi,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Victoria Keller,Consumer,2.6,5302,Amy Chapman,52.0,Retail Store,3,93089.14,3933.92,80412.81,8742.41,82.43,89155.22,Net Banking,0
36153,ORD-2024-023061,1,2024-11-23,2024,Q4,11,November,South,India,Karnataka,Bengaluru,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Kyle Mccarthy,Corporate,3.1,6945,,,Marketplace,3,93448.15,25534.49,80412.81,-12499.15,28.03,67913.65999999999,Wire Transfer,0
36581,ORD-2025-023332,2,2025-09-06,2025,Q3,9,September,West,India,Gujarat,Ahmedabad,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Sarah Duncan,Consumer,3.4,1514,Blake Norris,66.0,Retail Store,2,62158.48,12585.9,53608.54,-4035.96,58.6,49572.58,UPI,0
36988,ORD-2024-023599,1,2024-11-04,2024,Q4,11,November,East,India,Assam,Guwahati,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Jessica Bowen,Consumer,2.4,702,Olivia Williams,25.0,Online,1,31696.17,3075.35,26804.27,1816.55,61.73,28620.82,COD,0
37263,ORD-2025-023780,2,2025-10-30,2025,Q4,10,October,South,India,Karnataka,Bengaluru,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Sherry Franco,Corporate,3.5,7946,,,Online,3,95132.76,10266.46,80412.81,4453.49,26.88,84866.29999999999,UPI,0
37475,ORD-2024-023914,2,2024-09-12,2024,Q3,9,September,North,India,Delhi,New Delhi,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Edward Jenkins,Corporate,4.5,791,,,Online,3,96082.39,19989.38,80412.81,-4319.8,26.11,76093.01,Net Banking,0
37874,ORD-2022-024173,1,2022-12-02,2022,Q4,12,December,West,India,Maharashtra,Mumbai,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Angela Wilson,Corporate,3.2,7685,,,Marketplace,1,31147.21,4470.82,26804.27,-127.88,19.33,26676.39,Credit Card,0
38755,ORD-2024-024731,2,2024-05-15,2024,Q2,5,May,South,India,Telangana,Hyderabad,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Richard Chandler,Consumer,3.3,4379,,,Online,5,156240.76,35119.11,134021.35,-12899.7,17.42,121121.65000000001,Net Banking,0
39055,ORD-2023-024922,2,2023-05-06,2023,Q2,5,May,East,India,Jharkhand,Ranchi,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,John Clark,Consumer,3.8,6774,,,Online,1,31967.14,2720.08,26804.27,2442.79,82.32,29247.059999999998,UPI,0
39301,ORD-2025-025074,1,2025-11-18,2025,Q4,11,November,East,India,Assam,Guwahati,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Joanna Adkins,Consumer,5.0,3951,,,Online,3,93840.21,7956.28,80412.81,5471.12,69.27,85883.93000000001,UPI,0
39470,ORD-2023-025182,2,2023-12-04,2023,Q4,12,December,North,India,Delhi,New Delhi,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Stephanie Cole,Consumer,3.3,3028,,,Online,2,62638.25,3060.31,53608.54,5969.4,20.96,59577.94,Credit Card,0
39689,ORD-2023-025321,3,2023-04-16,2023,Q2,4,April,South,India,Telangana,Hyderabad,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Kimberly Hanna,Consumer,4.7,7179,Greg Williams,5.0,Retail Store,1,31385.31,6958.66,26804.27,-2377.62,17.56,24426.65,Credit Card,0
40202,ORD-2022-025650,1,2022-05-16,2022,Q2,5,May,Central,India,Himachal Pradesh,Shimla,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Michael Sims,Consumer,2.6,947,Amber Cruz,17.0,Retail Store,7,219466.88,4332.71,187629.89,27504.28,68.9,215134.17,UPI,0
41024,ORD-2023-026191,3,2023-10-07,2023,Q4,10,October,Central,India,Madhya Pradesh,Bhopal,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Edward White,Consumer,4.2,5877,,,Online,2,62001.46,6332.23,53608.54,2060.69,54.44,55669.229999999996,UPI,0
41556,ORD-2024-026542,2,2024-10-02,2024,Q4,10,October,Central,India,Uttar Pradesh,Kanpur,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Annette Rivas,Consumer,3.7,4793,,,Online,1,31312.06,3785.24,26804.27,722.55,81.24,27526.82,Credit Card,0
42727,ORD-2024-027322,1,2024-03-05,2024,Q1,3,March,East,India,Assam,Guwahati,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Sean Harper,Consumer,4.0,6864,Carl Lopez,91.0,Online,4,127193.06,12479.26,107217.08,7496.72,64.16,114713.8,COD,0
42746,ORD-2025-027336,1,2025-11-30,2025,Q4,11,November,South,India,Telangana,Hyderabad,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Shane Gonzalez,Consumer,3.3,7715,Michelle Hall,30.0,Retail Store,3,93289.95,9400.34,80412.81,3476.8,26.9,83889.61,Credit Card,0
43320,ORD-2022-027690,2,2022-11-13,2022,Q4,11,November,East,India,Assam,Guwahati,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Tracy Jones,SMB,4.3,3127,Lisa Henderson,84.0,Retail Store,1,31485.71,2087.12,26804.27,2594.32,79.7,29398.59,UPI,1
44456,ORD-2022-028412,1,2022-10-30,2022,Q4,10,October,East,India,West Bengal,Kolkata,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Timothy Melton,SMB,3.5,4370,,,Marketplace,6,190987.44,26260.57,160825.62,3901.25,25.91,164726.87,UPI,0
44679,ORD-2022-028549,1,2022-04-16,2022,Q2,4,April,North,India,Delhi,New Delhi,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Charles Robinson,Corporate,3.6,2548,,,Online,1,32042.3,2178.64,26804.27,3059.39,23.81,29863.66,Net Banking,0
44701,ORD-2023-028562,1,2023-03-02,2023,Q1,3,March,Central,India,Uttarakhand,Dehradun,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Nancy Gaines,Consumer,4.0,2332,,,Online,2,62263.76,7782.81,53608.54,872.41,56.24,54480.950000000004,Net Banking,0
44980,ORD-2023-028736,2,2023-05-05,2023,Q2,5,May,East,India,West Bengal,Kolkata,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Amanda Hill,Consumer,2.7,879,,,Marketplace,3,94232.47,12801.13,80412.81,1018.53,17.69,81431.34,Net Banking,0
45001,ORD-2023-028750,1,2023-05-04,2023,Q2,5,May,West,India,Maharashtra,Pune,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Michael Evans,Consumer,4.1,7009,,,Online,2,63522.27,5417.82,53608.54,4495.91,25.35,58104.45,Net Banking,0
45379,ORD-2024-028992,1,2024-12-19,2024,Q4,12,December,East,India,Assam,Guwahati,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Dalton Davis,Corporate,3.6,3456,,,Online,1,31025.19,4057.76,26804.27,163.16,66.84,26967.43,Credit Card,0
45727,ORD-2022-029210,3,2022-04-29,2022,Q2,4,April,North,India,Delhi,New Delhi,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Ashley Cordova,Consumer,3.7,2859,Alison Miller,19.0,Online,1,31644.32,2859.6,26804.27,1980.45,18.09,28784.72,Credit Card,0
46174,ORD-2024-029484,3,2024-04-29,2024,Q2,4,April,West,India,Maharashtra,Pune,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Courtney Chapman,Consumer,3.7,822,Michael Gibbs,4.0,Distributor,1,31947.84,3477.9,26804.27,1665.67,22.65,28469.94,UPI,0
46895,ORD-2022-029958,2,2022-09-22,2022,Q3,9,September,Central,India,Uttarakhand,Dehradun,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Stephen Smith,Corporate,3.2,7700,Howard Hunter,55.0,Distributor,1,30949.79,3024.21,26804.27,1121.31,72.32,27925.58,UPI,0
47753,ORD-2025-030509,2,2025-03-09,2025,Q1,3,March,South,India,Telangana,Hyderabad,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Daniel Shaw,Corporate,3.6,3639,Taylor Parsons,103.0,Retail Store,1,31571.0,6047.08,26804.27,-1280.35,25.62,25523.92,UPI,0
48064,ORD-2023-030713,2,2023-05-01,2023,Q2,5,May,East,India,Odisha,Bhubaneswar,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Anthony Gordon,SMB,3.7,7802,,,Online,1,31932.96,2203.74,26804.27,2924.95,79.53,29729.22,Credit Card,0
48632,ORD-2023-031076,1,2023-01-08,2023,Q1,1,January,West,India,Maharashtra,Pune,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Joshua Hernandez,Consumer,3.4,4655,Rachel Castillo,94.0,Online,1,31151.32,4377.4,26804.27,-30.35,19.38,26773.92,Credit Card,0
48767,ORD-2025-031166,1,2025-10-12,2025,Q4,10,October,East,India,Jharkhand,Ranchi,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Melanie Saunders,Corporate,3.9,7084,,,Online,7,222621.96,17708.97,187629.89,17283.1,52.14,204912.99,UPI,0
49801,ORD-2022-031814,1,2022-12-17,2022,Q4,12,December,South,India,Andhra Pradesh,Visakhapatnam,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Christian Vaughn,Corporate,3.5,425,,,Marketplace,1,31763.77,5472.77,26804.27,-513.27,53.21,26291.0,Credit Card,0
50723,ORD-2022-032388,2,2022-02-15,2022,Q1,2,February,South,India,Karnataka,Bengaluru,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,David Williams,Corporate,2.9,5272,,,Online,1,31215.08,2903.63,26804.27,1507.18,24.47,28311.45,Net Banking,0
50831,ORD-2025-032457,2,2025-12-12,2025,Q4,12,December,Central,India,Madhya Pradesh,Bhopal,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Leah Collier,Consumer,3.3,5319,Christopher Bolton,108.0,Retail Store,5,155479.81,1282.36,134021.35,20176.1,60.54,154197.45,COD,0
51569,ORD-2024-032911,1,2024-05-01,2024,Q2,5,May,South,India,Telangana,Hyderabad,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Thomas Rodgers,Consumer,4.6,6372,,,Online,3,93032.1,18639.27,80412.81,-6019.98,18.39,74392.83,UPI,0
51937,ORD-2022-033145,1,2022-07-30,2022,Q3,7,July,East,India,West Bengal,Kolkata,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Cody Hart,Consumer,2.6,7742,Eric Parker,87.0,Retail Store,1,31762.99,3156.75,26804.27,1801.97,21.76,28606.24,UPI,0
52053,ORD-2023-033213,1,2023-11-07,2023,Q4,11,November,Central,India,Uttar Pradesh,Kanpur,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Jeffrey Maldonado DDS,Consumer,2.9,2997,Jeffery Davis,72.0,Distributor,3,94926.33,7230.92,80412.81,7282.6,53.66,87695.41,Credit Card,0
52125,ORD-2022-033265,1,2022-11-06,2022,Q4,11,November,North,India,Delhi,New Delhi,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Christian Rowe,SMB,4.2,5627,Alison Miller,19.0,Retail Store,2,63633.26,3664.91,53608.54,6359.81,17.93,59968.350000000006,UPI,0
54150,ORD-2025-034581,2,2025-01-05,2025,Q1,1,January,West,India,Maharashtra,Mumbai,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Christina Powell,Consumer,4.1,5095,,,Online,3,95403.57,8541.59,80412.81,6449.17,25.55,86861.98000000001,UPI,0
54210,ORD-2022-034614,4,2022-06-18,2022,Q2,6,June,North,India,Rajasthan,Jaipur,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Terri Pennington,Consumer,5.0,7355,,,Online,1,31050.77,3581.45,26804.27,665.05,75.52,27469.32,UPI,0
54758,ORD-2023-034971,2,2023-02-14,2023,Q1,2,February,North,India,Delhi,New Delhi,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Rachael Pearson,Corporate,3.3,27,Alison Miller,19.0,Distributor,1,31932.56,7392.7,26804.27,-2264.41,25.94,24539.86,Credit Card,0
55450,ORD-2023-035413,1,2023-03-06,2023,Q1,3,March,East,India,West Bengal,Kolkata,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Gregory Jacobs,Corporate,3.9,2708,,,Online,2,64291.97,2651.2,53608.54,8032.23,18.6,61640.770000000004,Credit Card,0
55866,ORD-2025-035667,1,2025-05-26,2025,Q2,5,May,East,India,Bihar,Patna,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Dr. Teresa Ortega MD,Corporate,3.1,2490,Jill Stevens,44.0,Retail Store,2,63240.56,8847.92,53608.54,784.1,77.08,54392.64,UPI,0
56183,ORD-2024-035883,4,2024-12-21,2024,Q4,12,December,Central,India,Uttar Pradesh,Kanpur,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Phillip Anderson,Consumer,3.8,3462,,,Online,1,32103.65,3234.22,26804.27,2065.16,62.32,28869.43,Credit Card,0
57160,ORD-2023-036513,1,2023-12-21,2023,Q4,12,December,South,India,Karnataka,Bengaluru,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Leon Duncan,Consumer,5.0,3624,Ryan Barrera,33.0,Retail Store,4,128138.88,6455.1,107217.08,14466.7,25.34,121683.78,Credit Card,0
57796,ORD-2022-036934,1,2022-10-21,2022,Q4,10,October,Central,India,Uttarakhand,Dehradun,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Joshua Leonard,Consumer,4.5,3852,,,Online,5,159524.87,21164.48,134021.35,4339.04,79.54,138360.38999999998,COD,0
58066,ORD-2025-037116,1,2025-03-25,2025,Q1,3,March,North,India,Haryana,Gurugram,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Patrick Pineda,Consumer,3.5,2522,Michael Hendrix,117.0,Retail Store,1,31818.73,1325.4,26804.27,3689.06,55.17,30493.329999999998,UPI,0
58296,ORD-2024-037273,1,2024-03-29,2024,Q1,3,March,North,India,Delhi,New Delhi,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Michael Jackson,Consumer,4.6,4539,Alison Miller,19.0,Retail Store,1,31032.05,1968.27,26804.27,2259.51,21.35,29063.78,Wire Transfer,0
58500,ORD-2024-037398,1,2024-09-26,2024,Q3,9,September,East,India,West Bengal,Kolkata,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Ann Goodwin,Consumer,2.8,6170,,,Online,3,92822.54,12206.61,80412.81,203.12,19.44,80615.93,COD,0
59260,ORD-2024-037876,1,2024-02-05,2024,Q1,2,February,South,India,Tamil Nadu,Chennai,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Nancy Webb,Consumer,4.5,1133,,,Online,1,31629.85,6639.04,26804.27,-1813.46,27.15,24990.809999999998,UPI,0
60398,ORD-2025-038612,1,2025-06-02,2025,Q2,6,June,North,India,Uttar Pradesh,Lucknow,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Thomas Macdonald,Consumer,4.7,7520,,,Online,3,94706.03,12405.82,80412.81,1887.4,56.58,82300.20999999999,Credit Card,0
60704,ORD-2023-038805,1,2023-03-20,2023,Q1,3,March,East,India,Assam,Guwahati,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Nicholas Carlson,Corporate,3.1,951,Erin Mcdowell,105.0,Distributor,2,63441.06,12377.47,53608.54,-2544.95,57.86,51063.59,Credit Card,0
61077,ORD-2023-039031,2,2023-10-28,2023,Q4,10,October,East,India,West Bengal,Kolkata,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Angela Gilmore,Consumer,3.6,1744,Eric Parker,87.0,Retail Store,1,31546.51,3618.92,26804.27,1123.32,20.88,27927.589999999997,UPI,0
61794,ORD-2024-039498,1,2024-01-26,2024,Q1,1,January,West,India,Maharashtra,Mumbai,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Julia Mullins,Consumer,3.5,5543,,,Online,1,30982.76,2998.8,26804.27,1179.69,27.57,27983.96,COD,0
62052,ORD-2024-039659,1,2024-10-27,2024,Q4,10,October,North,India,Uttar Pradesh,Lucknow,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,Matthew Farmer,Consumer,3.9,4094,,,Online,2,63922.91,4990.75,53608.54,5323.62,73.44,58932.16,COD,0
62076,ORD-2023-039675,2,2023-11-28,2023,Q4,11,November,West,India,Maharashtra,Mumbai,Mobile Arm 3,Electronics,Mobiles,26804.27,31521.39,John Zamora,Consumer,3.4,1715,April White,81.0,Distributor,6,185561.68,11331.82,160825.62,13404.24,27.91,174229.86,UPI,0
